lipid_id,lipid_type,leaflet,bead_type,x,y,z,order_param,in_raft,is_pip,phase
0,POPC,sup,HEAD,54.523,370.757,23.854,0.6083,0,0,fluid
0,POPC,sup,GLYC,54.463,370.304,20.354,0.6083,0,0,fluid
0,POPC,sup,TAIL1_0,55.221,371.1,18.354,0.6083,0,0,fluid
0,POPC,sup,TAIL1_1,55.779,371.806,16.26,0.6083,0,0,fluid
0,POPC,sup,TAIL1_2,55.962,373.036,14.165,0.6083,0,0,fluid
0,POPC,sup,TAIL1_3,55.773,373.111,12.071,0.6083,0,0,fluid
0,POPC,sup,TAIL1_4,55.94,373.558,9.976,0.6083,0,0,fluid
0,POPC,sup,TAIL1_5,56.078,374.391,7.882,0.6083,0,0,fluid
0,POPC,sup,TAIL1_6,56.767,374.368,5.787,0.6083,0,0,fluid
0,POPC,sup,TAIL1_7,58.026,374.399,3.693,0.6083,0,0,fluid
0,POPC,sup,TAIL1_8,59.459,375.34,1.599,0.6083,0,0,fluid
0,POPC,sup,TAIL1_9,61.085,376.108,-0.496,0.6083,0,0,fluid
0,POPC,sup,TAIL2_0,53.94,371.272,18.354,0.6083,0,0,fluid
0,POPC,sup,TAIL2_1,53.387,372.373,16.26,0.6083,0,0,fluid
0,POPC,sup,TAIL2_2,52.341,372.956,14.165,0.6083,0,0,fluid
0,POPC,sup,TAIL2_3,51.761,373.855,12.071,0.6083,0,0,fluid
0,POPC,sup,TAIL2_4,50.373,373.884,9.976,0.6083,0,0,fluid
0,POPC,sup,TAIL2_5,48.4,373.534,7.882,0.6083,0,0,fluid
0,POPC,sup,TAIL2_6,46.728,374.519,5.787,0.6083,0,0,fluid
0,POPC,sup,TAIL2_7,46.261,375.706,3.693,0.6083,0,0,fluid
0,POPC,sup,TAIL2_8,45.827,377.399,1.599,0.6083,0,0,fluid
0,POPC,sup,TAIL2_9,44.288,378.602,-0.496,0.6083,0,0,fluid
1,POPC,sup,HEAD,80.239,286.392,22.266,0.8567,0,0,fluid
1,POPC,sup,GLYC,80.148,286.59,18.766,0.8567,0,0,fluid
1,POPC,sup,TAIL1_0,79.931,285.511,16.766,0.8567,0,0,fluid
1,POPC,sup,TAIL1_1,80.099,285.763,14.671,0.8567,0,0,fluid
1,POPC,sup,TAIL1_2,80.216,285.723,12.577,0.8567,0,0,fluid
1,POPC,sup,TAIL1_3,80.0,284.843,10.482,0.8567,0,0,fluid
1,POPC,sup,TAIL1_4,80.107,284.742,8.388,0.8567,0,0,fluid
1,POPC,sup,TAIL1_5,80.378,284.963,6.293,0.8567,0,0,fluid
1,POPC,sup,TAIL1_6,80.569,284.322,4.199,0.8567,0,0,fluid
1,POPC,sup,TAIL1_7,80.426,283.38,2.105,0.8567,0,0,fluid
1,POPC,sup,TAIL1_8,80.54,282.86,0.01,0.8567,0,0,fluid
1,POPC,sup,TAIL1_9,80.069,281.725,-2.084,0.8567,0,0,fluid
1,POPC,sup,TAIL2_0,81.107,286.051,16.766,0.8567,0,0,fluid
1,POPC,sup,TAIL2_1,81.055,285.718,14.671,0.8567,0,0,fluid
1,POPC,sup,TAIL2_2,81.555,284.929,12.577,0.8567,0,0,fluid
1,POPC,sup,TAIL2_3,82.125,284.698,10.482,0.8567,0,0,fluid
1,POPC,sup,TAIL2_4,82.27,284.841,8.388,0.8567,0,0,fluid
1,POPC,sup,TAIL2_5,84.467,286.902,6.293,0.8567,0,0,fluid
1,POPC,sup,TAIL2_6,84.695,287.699,3.975,0.8567,0,0,fluid
1,POPC,sup,TAIL2_7,84.252,287.614,1.509,0.8567,0,0,fluid
1,POPC,sup,TAIL2_8,84.333,287.563,-0.956,0.8567,0,0,fluid
